"age","years_exp","search_rank","pandascore_id","birth_country","college","espn_id","birth_date","injury_notes","search_first_name","player_id","hashtag","stats_id","news_updated","active","sport","fantasy_data_id","competitions","practice_description","yahoo_id","last_name","opta_id","birth_state","gsis_id","status","depth_chart_order","height","injury_start_date","fantasy_positions","search_full_name","high_school","sportradar_id","kalshi_id","practice_participation","team_abbr","team","oddsjam_id","rotoworld_id","birth_city","metadata","first_name","injury_status","swish_id","depth_chart_position","team_changed_at","position","search_last_name","number","full_name","weight","injury_body_part","rotowire_id","dupes"
NA,9,NA,NA,"USA","Mississippi State",33205,"1992-01-28","","hunter","2095","#hunterrenfroe-MLB-KC-16",NA,1748493615647,"True","mlb",NA,"[]",NA,NA,"Renfroe",NA,"MS",NA,"A",NA,73,NA,"","hunterrenfroe","Copiah Academy (MS)","89bab4bd-0fb6-41a6-88d6-0fd6307ae072",NA,NA,NA,"KC","6BDF6FDC44FF",NA,"Crystal Springs","{'bat_hand': 'R', 'channel_id': '1157161430022127616', 'full_name': 'Hunter Renfroe', 'pro_debut': '2016-09-21', 'rookie_year': '2016', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-01-29T01:14:32+00:00'}","Hunter","",592669,NA,NA,"RF","renfroe",16,"Hunter Renfroe",230,"",12963,1
NA,5,NA,NA,"MEX","",42081,"1998-11-06","","alejandro","1087","#alejandrokirk-MLB-TOR-30",NA,1759098031561,"True","mlb",NA,"[]",NA,NA,"Kirk",NA,"",NA,"A",NA,68,NA,"","alejandrokirk","","717333c5-59e0-41f4-a1d9-dd58ad2661ef",NA,NA,NA,"TOR","41E3089E3BBA",NA,"Tijuana","{'bat_hand': 'R', 'channel_id': '1157161139465912320', 'full_name': 'Alejandro Kirk', 'pro_debut': '2020-09-12', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-03T17:03:02+00:00'}","Alejandro","",672386,NA,NA,"C","kirk",30,"Alejandro Kirk",245,"",15842,1
NA,NA,NA,NA,"USA","Rutgers-Camden",NA,"","","jeffrey","2290","#jeffreysinger-MLB-PHI-73",NA,NA,"True","mlb",NA,"[]",NA,NA,"Singer",NA,"PA",NA,"A",NA,72,NA,"","jeffreysinger","Holy Cross (NJ)","0ba9214b-cfb3-42e5-8863-391401c251b1",NA,NA,NA,"PHI","",NA,"Philadelphia","{'bat_hand': 'L', 'full_name': 'Jeff Singer', 'pro_debut': '', 'rookie_year': '', 'status': 'A', 'throw_hand': 'L', 'updated': '2022-04-12T19:03:34+00:00'}","Jeffrey","",NA,NA,NA,"RP","singer",73,"Jeffrey Singer",200,"",NA,1
NA,NA,NA,NA,"DOM","",41373,"1999-10-03","","yunior","3047","#yuniorseverino-MLB-MIN-87",NA,1751997329394,"True","mlb",NA,"[]",NA,NA,"Severino",NA,"",NA,"A",NA,72,NA,"","yuniorseverino","","da4ea150-d552-42ed-8fc6-c64f3c70dad4",NA,NA,NA,"MIN","F709AC31155C",NA,"Santo Domingo","{'bat_hand': 'B', 'channel_id': '1157161507599974400', 'full_name': 'Yunior Severino', 'pro_debut': '', 'rookie_year': '', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-10-02T17:50:11+00:00'}","Yunior","",670870,NA,NA,"1B","severino",87,"Yunior Severino",189,"",14439,1
NA,5,NA,NA,"USA","",NA,"1992-06-05","","dereck","2293","#dereckrodriguez-MLB-ATL-32",NA,1695357633457,"True","mlb",NA,"[]",NA,NA,"Rodríguez",NA,"TX",NA,"A",NA,72,NA,"","dereckrodriguez","Monsignor Edward Pace (FL)","46b3107c-5c52-4f56-89cb-3784de31e5e2",NA,NA,NA,"ATL","87AD6F5C0BBA",NA,"Arlington","{'bat_hand': 'R', 'full_name': 'Dereck Rodríguez', 'pro_debut': '2018-05-29', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-09-17T13:08:48+00:00'}","Dereck","",605446,NA,NA,"RP","rodriguez",32,"Dereck Rodríguez",208,"",15386,1
NA,13,NA,NA,"USA","Georgia Tech",31084,"1986-07-01","","charlie","1260","#charlieblackmon-MLB-COL-19",NA,1737990621751,"True","mlb",NA,"[]",NA,NA,"Blackmon",NA,"TX",NA,"A",NA,75,NA,"","charlieblackmon","North Gwinnett (GA)","6d5ea773-5f3d-470e-b572-b59fc278f892",NA,NA,NA,"COL","C74C75519521",NA,"Dallas","{'bat_hand': 'L', 'full_name': 'Charlie Blackmon', 'pro_debut': '2011-06-07', 'rookie_year': '2011', 'status': 'A', 'throw_hand': 'L', 'updated': '2024-06-29T15:15:51+00:00'}","Charlie","",453568,NA,NA,"RF","blackmon",19,"Charlie Blackmon",221,"",10554,1
NA,0,NA,NA,"USA","Oklahoma",4692526,"2001-08-20","Soreness","cade","3440","#cadehorton-MLB-CHC-22",NA,1758996024078,"True","mlb",NA,"[]",NA,NA,"Horton",NA,"OK",NA,"D15",NA,73,NA,"","cadehorton","Norman (OK)","01303e17-e4b2-424f-a40e-8b5bac371f96",NA,NA,NA,"CHC","F5E196F666AD3BC8",NA,"Norman","{'bat_hand': 'R', 'channel_id': '1226694324264108032', 'full_name': 'Cade Horton', 'pro_debut': '2025-05-10', 'rookie_year': '2025', 'status': 'D15', 'throw_hand': 'R', 'updated': '2025-09-27T17:44:44+00:00'}","Cade","IL15",NA,NA,NA,"SP","horton",22,"Cade Horton",211,"Ribs",16716,1
NA,NA,NA,NA,"USA","UTSA",4713651,"","","chris","2848","#chrismuller-MLB-TB-65",NA,1691364306727,"False","mlb",NA,"[]",NA,NA,"Muller",NA,"TX",NA,"MIN",NA,77,NA,"","chrismuller","","844e1ea2-1cda-42ba-8a53-67bdeb695b6e",NA,NA,NA,"TB","",NA,"Dallas","{'bat_hand': 'R', 'full_name': 'Chris Muller', 'pro_debut': '', 'rookie_year': '', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2023-05-15T17:29:38+00:00'}","Chris","",676726,NA,NA,"RP","muller",65,"Chris Muller",210,"",18781,1
NA,1,NA,NA,"CAN","Hawaii",4987924,"1999-05-09","","cade","3065","#cadesmith-MLB-CLE-36",NA,1758680701987,"True","mlb",NA,"[]",NA,NA,"Smith",NA,"BC",NA,"A",NA,77,NA,"","cadesmith","Mennonite Educational Institute (CAN)","fca2bd57-5b4d-4a02-a38f-b44f681944a5",NA,NA,NA,"CLE","43C70D5DDDF7",NA,"Vancouver","{'bat_hand': 'R', 'channel_id': '1157161419230183424', 'full_name': 'Cade Smith', 'pro_debut': '2024-03-30', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-17T18:00:59+00:00'}","Cade","",671922,NA,NA,"RP","smith",36,"Cade Smith",230,"",16994,1
NA,1,NA,NA,"USA","Grand Canyon",NA,"2002-03-30","","jacob","3207","#jacobwilson-MLB-ATH-5",NA,1759081230218,"True","mlb",NA,"[]",NA,NA,"Wilson",NA,"CA",NA,"A",NA,74,NA,"","jacobwilson","Thousand Oaks (CA)","f65ad89f-00e0-4e19-8d51-a404c5137dca",NA,NA,NA,"ATH","489AAB78DDA7",NA,"Thousand Oaks","{'bat_hand': 'R', 'channel_id': '1157161204859305984', 'full_name': 'Jacob Wilson', 'pro_debut': '2024-07-19', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-22T21:05:31+00:00'}","Jacob","",805779,NA,NA,"SS","wilson",5,"Jacob Wilson",190,"",18852,1
NA,1,NA,NA,"USA","Clemson",4307826,"1999-06-18","","bryce","3281","#bryceteodosio-MLB-LAA-22",NA,1758715804176,"True","mlb",NA,"[]",NA,NA,"Teodosio",NA,"SC",NA,"A",NA,75,NA,"","bryceteodosio","Mauldin (SC)","1932f3c3-6b57-44dc-83ac-fa5d7f689031",NA,NA,NA,"LAA","D960384E0B7128E1",NA,"Greenville","{'bat_hand': 'R', 'channel_id': '1157161325281968128', 'full_name': 'Bryce Teodosio', 'pro_debut': '2024-09-07', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-08-21T18:43:08+00:00'}","Bryce","",669326,NA,NA,"RF","teodosio",22,"Bryce Teodosio",220,"",19879,1
NA,12,NA,NA,"USA","",31283,"1991-12-05","","christian","2097","#christianyelich-MLB-MIL-22",NA,1758584136416,"True","mlb",NA,"[]",NA,NA,"Yelich",NA,"CA",NA,"A",NA,75,NA,"","christianyelich","Westlake (CA)","42cb5171-ffa3-4600-9c41-dbc3805206ea",NA,NA,NA,"MIL","6C0A8616B212",NA,"Thousand Oaks","{'bat_hand': 'L', 'channel_id': '1157161629394173952', 'full_name': 'Christian Yelich', 'pro_debut': '2013-07-23', 'rookie_year': '2013', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-04T19:00:46+00:00'}","Christian","",592885,NA,NA,"LF","yelich",22,"Christian Yelich",203,"",11522,1
NA,7,NA,NA,"VEN","",NA,"1996-03-07","Strain","pablo","1031","#pablolopez-MLB-MIN-49",NA,1758436529064,"True","mlb",NA,"[]",NA,NA,"López",NA,"",NA,"A",NA,76,NA,"","pablolopez","","2d8de314-4980-4f1a-97b5-279261ceb111",NA,NA,NA,"MIN","613172949A76",NA,"Cabimas","{'bat_hand': 'L', 'channel_id': '1157161517360119808', 'full_name': 'Pablo López', 'pro_debut': '2018-06-30', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:07:49+00:00'}","Pablo","IL15",641154,NA,NA,"SP","lopez",49,"Pablo López",225,"Forearm",15116,1
NA,1,NA,NA,"USA","Wisconsin-La Crosse",38304,"1994-07-20","","taylor","2922","#taylorkohlwey-MLB-SD-38",NA,1702056327659,"True","mlb",NA,"[]",NA,NA,"Kohlwey",NA,"WI",NA,"A",NA,75,NA,"","taylorkohlwey","Holmen (WI)","6c4f74fc-b3fc-451e-8b1b-093d21461689",NA,NA,NA,"SD","9F7AA99DFF04",NA,"Holmen","{'bat_hand': 'L', 'full_name': 'Taylor Kohlwey', 'pro_debut': '2023-07-19', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'L', 'updated': '2023-11-02T20:54:22+00:00'}","Taylor","",670128,NA,NA,"CF","kohlwey",38,"Taylor Kohlwey",200,"",17806,1
NA,0,NA,NA,"USA","UConn",NA,"1996-07-25","","pj","3493","#pjpoulin-MLB-WSH-50",NA,1758461429833,"True","mlb",NA,"[]",NA,NA,"Poulin",NA,"MA",NA,"A",NA,73,NA,"","pjpoulin","Tabor Academy (MA)","b1b8ae8f-b38f-449a-aa8c-9642977ba31a",NA,NA,NA,"WSH","",NA,"Marion","{'bat_hand': 'R', 'channel_id': '1247637305473105920', 'full_name': 'PJ Poulin', 'pro_debut': '2025-08-05', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-08-06T14:51:25+00:00'}","PJ","",NA,NA,NA,"RP","poulin",50,"PJ Poulin",195,"",20345,1
NA,3,NA,NA,"USA","Ball State",4415753,"1997-08-17","Inflammation","drey","2638","#dreyjameson-MLB-AZ-99",NA,1751848821701,"True","mlb",NA,"[]",NA,NA,"Jameson",NA,"IN",NA,"A",NA,72,NA,"","dreyjameson","Greenfield Central (IN)","f2819c14-1485-4f6f-9008-1c7c4481f702",NA,NA,NA,"AZ","C1B16A6DC9B5",NA,"Greenfield","{'bat_hand': 'R', 'channel_id': '1157161191521419264', 'full_name': 'Drey Jameson', 'pro_debut': '2022-09-15', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:23:36+00:00'}","Drey","IL60",686753,NA,NA,"RP","jameson",99,"Drey Jameson",165,"Elbow",16093,1
NA,0,NA,NA,"USA","Virginia",4414551,"2000-03-19","","mike","3361","#mikevasil-MLB-CWS-61",NA,1758126921801,"True","mlb",NA,"[]",NA,NA,"Vasil",NA,"MA",NA,"A",NA,77,NA,"","mikevasil","Boston College Prep (MA)","4c874f2e-6e7d-47f4-bd61-b096d062861d",NA,NA,NA,"CWS","BD72BB583AC6B8CB",NA,"Boston","{'bat_hand': 'L', 'channel_id': '1199824310970109952', 'full_name': 'Mike Vasil', 'pro_debut': '2025-03-31', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-29T20:27:21+00:00'}","Mike","",NA,NA,NA,"RP","vasil",61,"Mike Vasil",225,"",15414,1
NA,2,NA,NA,"VEN","",4722862,"1998-05-05","","eduardo","2866","#eduardosalazar-MLB-WSH-62",NA,1752009930233,"True","mlb",NA,"[]",NA,NA,"Salazar",NA,"",NA,"A",NA,74,NA,"","eduardosalazar","","f5dcfae0-b11a-4d53-aa6b-ce907f29460b",NA,NA,NA,"WSH","05E9B3EC2B91",NA,"Cumana","{'bat_hand': 'R', 'channel_id': '1157161598385684480', 'full_name': 'Eduardo Salazar', 'pro_debut': '2023-05-24', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:17:41+00:00'}","Eduardo","",674285,NA,NA,"RP","salazar",62,"Eduardo Salazar",177,"",18802,1
NA,NA,NA,NA,"DOM","",NA,"","","alberto","1304","#albertorodriguez-MLB-SEA-46",NA,NA,"True","mlb",NA,"[]",NA,NA,"Rodriguez",NA,"",NA,"A",NA,71,NA,"","albertorodriguez","","1d0b0fc7-4456-4664-9ec7-8f8e16bc676f",NA,NA,NA,"SEA","",NA,"Cotui","{'bat_hand': 'L', 'full_name': 'Alberto Rodriguez', 'pro_debut': '', 'rookie_year': '', 'status': 'A', 'throw_hand': 'L', 'updated': '2022-10-19T20:21:22+00:00'}","Alberto","",679754,NA,NA,"RF","rodriguez",46,"Alberto Rodriguez",227,"",15851,1
NA,5,NA,NA,"USA","Oregon",36429,"1994-04-23","","garrett","2182","#garrettcleavinger-MLB-TB-60",NA,1756872953649,"True","mlb",NA,"[]",NA,NA,"Cleavinger",NA,"KS",NA,"A",NA,73,NA,"","garrettcleavinger","Lawrence (KS)","be51cd4d-69f7-49a5-8691-e88a66988306",NA,NA,NA,"TB","2EE7CC5D1CE4",NA,"Lawrence","{'bat_hand': 'R', 'channel_id': '1157161533554327552', 'full_name': 'Garrett Cleavinger', 'pro_debut': '2020-09-17', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-04-04T20:03:11+00:00'}","Garrett","",664076,NA,NA,"RP","cleavinger",60,"Garrett Cleavinger",225,"",13908,1
NA,7,NA,NA,"JPN","",39832,"1994-07-05","","shohei","1485","#shoheiohtani-MLB-LAD-17",NA,1759305956240,"True","mlb",NA,"[]",NA,NA,"Ohtani",NA,"",NA,"A",NA,75,NA,"","shoheiohtani","Hanamaki Higashi (JPN)","80de60c9-74e3-4a50-b128-b3dc7456a254",NA,NA,NA,"LAD","7F3CBDA17A43",NA,"Oshu","{'bat_hand': 'L', 'channel_id': '1157161681009278976', 'full_name': 'Shohei Ohtani', 'pro_debut': '2018-03-29', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-21T17:29:09+00:00'}","Shohei","",660271,NA,NA,"DH","ohtani",17,"Shohei Ohtani",210,"",12739,1
NA,NA,NA,NA,"USA","Cal State Fullerton",28802,"","","kurt","1455","#kurtsuzuki-MLB-LAA-24",NA,NA,"True","mlb",NA,"[]",NA,NA,"Suzuki",NA,"HI",NA,"A",NA,71,NA,"","kurtsuzuki","Henry Perrine Baldwin (HI)","6e455e9c-d760-4661-8258-90d1ee46bb9e",NA,NA,NA,"LAA","",NA,"Wailuku","{'bat_hand': 'R', 'full_name': 'Kurt Suzuki', 'pro_debut': '2007-06-12', 'rookie_year': '2007', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-09-10T22:07:44+00:00'}","Kurt","",435559,NA,NA,"C","suzuki",24,"Kurt Suzuki",210,"",NA,1
NA,2,NA,NA,"USA","",4917921,"2002-08-29","Fracture","evan","2975","#evancarter-MLB-TEX-32",NA,1756508425142,"True","mlb",NA,"[]",NA,NA,"Carter",NA,"TN",NA,"D60",NA,75,NA,"","evancarter","Elizabethton (TN)","32d00b51-571d-43b7-86eb-ac750e69af35",NA,NA,NA,"TEX","975064320443",NA,"Elizabethton","{'bat_hand': 'L', 'channel_id': '1157161605838962688', 'full_name': 'Evan Carter', 'pro_debut': '2023-09-08', 'rookie_year': '2023', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-08-29T22:53:21+00:00'}","Evan","IL60",694497,NA,NA,"CF","carter",32,"Evan Carter",190,"Wrist",16875,1
NA,9,NA,NA,"USA","Louisville",33325,"1991-05-24","","chad","1773","#chadgreen-MLB-TOR-57",NA,1754339752351,"True","mlb",NA,"[]",NA,NA,"Green",NA,"SC",NA,"A",NA,75,NA,"","chadgreen","Effingham (IL)","5adb75b4-ba66-4fab-b0fd-8e2844c5121c",NA,NA,NA,"TOR","27EA116762AA",NA,"Greenville","{'bat_hand': 'L', 'channel_id': '1157161153240006656', 'full_name': 'Chad Green', 'pro_debut': '2016-05-16', 'rookie_year': '2016', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-01-29T19:20:01+00:00'}","Chad","",643338,NA,NA,"RP","green",57,"Chad Green",215,"",14217,1
NA,2,NA,NA,"MEX","Arizona",NA,"1996-03-15","","cesar","2800","#cesarsalazar-MLB-HOU-18",NA,1757708760058,"True","mlb",NA,"[]",NA,NA,"Salazar",NA,"",NA,"A",NA,69,NA,"","cesarsalazar","Sahuaro (AZ)","ac879004-2296-41c0-8b8c-42eaec3c20c2",NA,NA,NA,"HOU","54E374B1CF28",NA,"Hermosillo","{'bat_hand': 'L', 'channel_id': '1157161642681729024', 'full_name': 'César Salazar', 'pro_debut': '2023-04-02', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T02:24:31+00:00'}","César","",663967,NA,NA,"C","salazar",18,"César Salazar",198,"",17803,1
NA,10,NA,NA,"USA","Florida",32657,"","","mike","1874","#mikezunino-MLB-CLE-10",NA,1709760002971,"True","mlb",NA,"[]",NA,NA,"Zunino",NA,"FL",NA,"A",NA,74,NA,"","mikezunino","Mariner (FL)","a2c6cf2d-e796-4b45-900d-7db1bd6d39f7",NA,NA,NA,"CLE","C09B6A524C58",NA,"Cape Coral","{'bat_hand': 'R', 'full_name': 'Mike Zunino', 'pro_debut': '2013-06-12', 'rookie_year': '2013', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-05-13T16:56:07+00:00'}","Mike","",572287,NA,NA,"C","zunino",10,"Mike Zunino",235,"",12450,1
NA,2,NA,NA,"USA","Sam Houston State",4416990,"2000-03-20","","colton","2909","#coltoncowser-MLB-BAL-17",NA,1758683401752,"True","mlb",NA,"[]",NA,NA,"Cowser",NA,"TX",NA,"A",NA,75,NA,"","coltoncowser","Cypress Ranch (TX)","d8829910-7adc-4b28-b8e7-3757638562b7",NA,NA,NA,"BAL","8CDB9E5DBE82",NA,"Houston","{'bat_hand': 'L', 'channel_id': '1157161388171362304', 'full_name': 'Colton Cowser', 'pro_debut': '2023-07-05', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-17T14:04:31+00:00'}","Colton","",681297,NA,NA,"LF","cowser",17,"Colton Cowser",220,"",17306,1
NA,3,NA,NA,"DOM","",4684370,"","","johan","2833","#johanquezada-MLB-MIA-68",NA,1697490916405,"True","mlb",NA,"[]",NA,NA,"Quezada",NA,"",NA,"A",NA,81,NA,"","johanquezada","","77f690ec-6c09-4028-be83-540ba8b226ee",NA,NA,NA,"MIA","",NA,"Santo Domingo","{'bat_hand': 'R', 'full_name': 'Johan Quezada', 'pro_debut': '2020-09-12', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-04-28T18:43:39+00:00'}","Johan","",629498,NA,NA,"RP","quezada",68,"Johan Quezada",255,"",14148,1
NA,NA,NA,NA,"DOM","",4905924,"","","jorge","1235","#jorgejuan-MLB-ATH-74",NA,NA,"False","mlb",NA,"[]",NA,NA,"Juan",NA,"",NA,"MIN",NA,80,NA,"","jorgejuan","","3e12b590-ad40-4cab-a750-9ad83558d611",NA,NA,NA,"ATH","",NA,"Payita","{'bat_hand': 'R', 'full_name': 'Jorge Juan', 'pro_debut': '', 'rookie_year': '', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2022-03-22T16:15:00+00:00'}","Jorge","",NA,NA,NA,"SP","juan",74,"Jorge Juan",200,"",NA,1
NA,NA,NA,NA,"USA","",33844,"","","monte","2482","#monteharrison-MLB-LAA-13",NA,NA,"True","mlb",NA,"[]",NA,NA,"Harrison",NA,"MO",NA,"A",NA,75,NA,"","monteharrison","Lee's Summit West (MO)","83d1cca4-93c0-44a9-8c8e-b45b8d6f76c1",NA,NA,NA,"LAA","",NA,"Lee's Summit","{'bat_hand': 'R', 'full_name': 'Monte Harrison', 'pro_debut': '2020-08-04', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-06-24T22:49:11+00:00'}","Monte","",656509,NA,NA,"CF","harrison",13,"Monte Harrison",225,"",NA,1
NA,3,NA,NA,"USA","San Diego State",3898501,"1996-03-28","","david","2577","#davidhensley-MLB-MIA-25",NA,1745441113504,"True","mlb",NA,"[]",NA,NA,"Hensley",NA,"CA",NA,"A",NA,77,NA,"","davidhensley","Patrick Henry (CA)","93e6ab86-7793-43f6-8080-808e7c7eecd5",NA,NA,NA,"MIA","FC8AD36DB78C",NA,"San Diego","{'bat_hand': 'R', 'channel_id': '1157161100681183232', 'full_name': 'David Hensley', 'pro_debut': '2022-08-27', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-10-02T18:23:40+00:00'}","David","",682073,NA,NA,"LF","hensley",25,"David Hensley",219,"",17801,1
NA,1,NA,NA,"USA","Missouri",40837,"","","josh","2615","#joshlester-MLB-BAL-49",NA,1708619134633,"False","mlb",NA,"[]",NA,NA,"Lester",NA,"GA",NA,"MIN",NA,75,NA,"","joshlester","Columbus (GA)","2e2cb2c7-24eb-4133-853f-dc92762e521d",NA,NA,NA,"BAL","",NA,"Columbus","{'bat_hand': 'L', 'full_name': 'Josh Lester', 'pro_debut': '2022-09-05', 'rookie_year': '2022', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2023-06-24T16:27:38+00:00'}","Josh","",623507,NA,NA,"3B","lester",49,"Josh Lester",180,"",18246,1
NA,9,NA,NA,"USA","Oregon",32151,"1989-12-30","Strain","tyler","2177","#tyleranderson-MLB-LAA-31",NA,1758147315299,"True","mlb",NA,"[]",NA,NA,"Anderson",NA,"NV",NA,"A",NA,74,NA,"","tyleranderson","Spring Valley (NV)","a920073f-154b-4173-a8ff-aed0b2c22711",NA,NA,NA,"LAA","A3D71E943B81",NA,"Las Vegas","{'bat_hand': 'L', 'channel_id': '1157161327257485312', 'full_name': 'Tyler Anderson', 'pro_debut': '2016-06-12', 'rookie_year': '2016', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-10-01T02:34:36+00:00'}","Tyler","IL15",542881,NA,NA,"SP","anderson",31,"Tyler Anderson",220,"Oblique",12142,1
NA,1,NA,NA,"USA","Texas",4990069,"1996-10-24","","chase","3238","#chaseshugart-MLB-PIT-55",NA,1758817811297,"True","mlb",NA,"[]",NA,NA,"Shugart",NA,"TX",NA,"A",NA,71,NA,"","chaseshugart","Bridge City (TX)","4b62bcd4-079c-4dd2-8631-296ce8e76180",NA,NA,NA,"PIT","789A38C25340BA4F",NA,"Bridge City","{'bat_hand': 'L', 'channel_id': '1157161459633913856', 'full_name': 'Chase Shugart', 'pro_debut': '2024-08-15', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-25T16:10:41+00:00'}","Chase","",663767,NA,NA,"RP","shugart",55,"Chase Shugart",200,"",18414,1
NA,0,NA,NA,"USA","",41264,"2000-03-26","","jeremiah","3503","#jeremiahjackson-MLB-BAL-82",NA,1759082431121,"True","mlb",NA,"[]",NA,NA,"Jackson",NA,"TN",NA,"A",NA,71,NA,"","jeremiahjackson","St. Luke's (AL)","b3745723-46cf-49a3-b6aa-331ba254d874",NA,NA,NA,"BAL","",NA,"Antioch","{'bat_hand': 'R', 'channel_id': '1254583215327281152', 'full_name': 'Jeremiah Jackson', 'pro_debut': '2025-08-01', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-04T16:02:58+00:00'}","Jeremiah","",NA,NA,NA,"2B","jackson",82,"Jeremiah Jackson",165,"",15467,1
NA,14,NA,NA,"USA","",30782,"1989-08-08","","anthony","1754","#anthonyrizzo-MLB-NYY-48",NA,1757513433946,"True","mlb",NA,"[]",NA,NA,"Rizzo",NA,"FL",NA,"A",NA,75,NA,"","anthonyrizzo","Marjory Stoneman Douglas (FL)","75cb4b6c-a087-4b77-90e3-7473284fa8ad",NA,NA,NA,"NYY","770D1058F560",NA,"Fort Lauderdale","{'bat_hand': 'L', 'channel_id': '1157161466655178752', 'full_name': 'Anthony Rizzo', 'pro_debut': '2011-06-09', 'rookie_year': '2011', 'status': 'A', 'throw_hand': 'L', 'updated': '2024-10-14T15:31:23+00:00'}","Anthony","",519203,NA,NA,"1B","rizzo",48,"Anthony Rizzo",240,"",10174,1
NA,NA,NA,NA,"USA","",32094,"","","dylan","1848","#dylanbundy-MLB-MIN-37",NA,NA,"True","mlb",NA,"[]",NA,NA,"Bundy",NA,"OK",NA,"A",NA,73,NA,"","dylanbundy","Owasso (OK)","4ad7af6c-4949-4b11-a311-0997c9e28491",NA,NA,NA,"MIN","",NA,"Tulsa","{'bat_hand': 'B', 'full_name': 'Dylan Bundy', 'pro_debut': '2012-09-23', 'rookie_year': '2012', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-05-17T17:24:03+00:00'}","Dylan","",605164,NA,NA,"SP","bundy",37,"Dylan Bundy",225,"",NA,1
NA,1,NA,NA,"USA","Texas Tech",4424112,"2000-06-17","","mason","3276","#masonmontgomery-MLB-TB-48",NA,1757602253560,"True","mlb",NA,"[]",NA,NA,"Montgomery",NA,"TX",NA,"A",NA,74,NA,"","masonmontgomery","Leander (TX)","cea78e81-ca86-41a7-b927-84fd2448bd8d",NA,NA,NA,"TB","44D8730FB55F",NA,"Austin","{'bat_hand': 'L', 'channel_id': '1157161537295646720', 'full_name': 'Mason Montgomery', 'pro_debut': '2024-09-05', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-10-01T02:47:03+00:00'}","Mason","",682254,NA,NA,"RP","montgomery",48,"Mason Montgomery",205,"",17897,1
NA,7,NA,NA,"USA","",32524,"1992-02-28","","niko","2124","#nikogoodrum-MLB-PIT-28",NA,1745526034330,"False","mlb",NA,"[]",NA,NA,"Goodrum",NA,"GA",NA,"MIN",NA,75,NA,"","nikogoodrum","Fayette County (GA)","4df3b80e-e3ee-4c8f-8b9b-5e37a4741ed6",NA,NA,NA,"PIT","8DA6E63915C3",NA,"Atlanta","{'bat_hand': 'B', 'full_name': 'Niko Goodrum', 'pro_debut': '2017-09-02', 'rookie_year': '2017', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2024-06-13T17:51:46+00:00'}","Niko","",592348,NA,NA,"3B","goodrum",28,"Niko Goodrum",220,"",11560,1
