age,years_exp,search_rank,pandascore_id,birth_country,college,espn_id,birth_date,injury_notes,search_first_name,player_id,hashtag,stats_id,news_updated,active,sport,fantasy_data_id,competitions,practice_description,yahoo_id,last_name,opta_id,birth_state,gsis_id,status,depth_chart_order,height,injury_start_date,fantasy_positions,search_full_name,high_school,sportradar_id,kalshi_id,practice_participation,team_abbr,team,oddsjam_id,rotoworld_id,birth_city,metadata,first_name,injury_status,swish_id,depth_chart_position,team_changed_at,position,search_last_name,number,full_name,weight,injury_body_part,rotowire_id
,9.0,,,USA,Kentucky,,1992-08-26,,trevor,2104,#trevorgott-MLB-ATH-17,,1748920209969.0,False,mlb,,[],,,Gott,,KY,,D60,,71,,,trevorgott,Tates Creek (KY),a1989569-fdf0-4ff6-b9f7-a9e141ab0251,,,,ATH,33D0F0DB68EB,,Lexington,"{'bat_hand': 'R', 'channel_id': '1157161212513910784', 'full_name': 'Trevor Gott', 'pro_debut': '2015-06-14', 'rookie_year': '2015', 'status': 'D60', 'throw_hand': 'R', 'updated': '2024-03-25T15:49:05+00:00'}",Trevor,,641627.0,,,RP,gott,17.0,Trevor Gott,185,,13093.0
,13.0,,,USA,,,1990-03-20,,brad,1154,#bradhand-MLB-ATL-45,,1699223759680.0,True,mlb,,[],,,Hand,,MN,,A,,75,,,bradhand,Chaska (MN),ae850521-e9cb-4314-b66c-f6dd070556d7,,,,ATL,759C1CB20CC4,,Minneapolis,"{'bat_hand': 'L', 'full_name': 'Brad Hand', 'pro_debut': '2011-06-07', 'rookie_year': '2011', 'status': 'A', 'throw_hand': 'L', 'updated': '2023-08-02T13:49:42+00:00'}",Brad,,543272.0,,,RP,hand,45.0,Brad Hand,224,,10507.0
,5.0,,,USA,Georgia College & State,,1993-03-02,,josh,1740,#joshtaylor-MLB-KC-38,,1730380515578.0,False,mlb,,[],,,Taylor,,AZ,,D60,,77,,,joshtaylor,Centennial (AZ),b25f0afc-4671-43a9-90e0-61bd7bd08604,,,,KC,A31CAC0A1C63,,Phoenix,"{'bat_hand': 'L', 'channel_id': '1157161439262179328', 'full_name': 'Josh Taylor', 'pro_debut': '2019-05-29', 'rookie_year': '2019', 'status': 'D60', 'throw_hand': 'L', 'updated': '2024-04-07T22:02:24+00:00'}",Josh,,657031.0,,,RP,taylor,38.0,Josh Taylor,245,,15787.0
,0.0,,,USA,Kansas State,,1998-12-16,,carson,3353,#carsonseymour-MLB-SF-77,,1758031237199.0,True,mlb,,[],,,Seymour,,CA,,A,,78,,,carsonseymour,Great Oak (CA),294840a7-54cc-4a25-bcc5-13d422c032a9,,,,SF,BAB17C7DF18C88F4,,Poway,"{'bat_hand': 'R', 'channel_id': '1199824310936555521', 'full_name': 'Carson Seymour', 'pro_debut': '2025-06-29', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-29T20:00:01+00:00'}",Carson,,,,,SP,seymour,77.0,Carson Seymour,255,,16809.0
,6.0,,,USA,,,,,jake,2821,#jakefaria-MLB-BOS-32,,1690488013094.0,True,mlb,,[],,,Faria,,CA,,A,,76,,,jakefaria,Gahr (CA),769c18e7-cb4b-487c-b21a-64de1233d6bd,,,,BOS,68AD5E1F8D07,,La Palma,"{'bat_hand': 'R', 'full_name': 'Jake Faria', 'pro_debut': '2017-06-07', 'rookie_year': '2017', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-07-16T13:27:31+00:00'}",Jake,,607188.0,,,RP,faria,32.0,Jake Faria,238,,13796.0
,0.0,,,USA,Oklahoma,,2001-07-19,,jimmy,3539,#jimmycrooks-MLB-STL-8,,1757873709773.0,True,mlb,,[],,,Crooks,,TX,,A,,72,,,jimmycrooks,Trinity (TX),388b0d7b-6117-43b1-944b-8e28c78d17f1,,,,STL,,,Euless,"{'bat_hand': 'L', 'channel_id': '1267206265122062336', 'full_name': 'Jimmy Crooks', 'pro_debut': '2025-08-29', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-05T13:55:07+00:00'}",Jimmy,,,,,C,crooks,8.0,Jimmy Crooks,230,,18074.0
,4.0,,,USA,Long Beach State,,1996-03-18,,darren,2816,#darrenmccaughan-MLB-MIN,,1754617529241.0,True,mlb,,[],,,McCaughan,,CA,,A,,73,,,darrenmccaughan,Los Alamitos (CA),54cced99-3d7d-40c1-89b1-93625561554c,,,,MIN,D206EC9A7590,,Downey,"{'bat_hand': 'R', 'channel_id': '1157161110336471040', 'full_name': 'Darren McCaughan', 'pro_debut': '2021-07-21', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-04T17:53:40+00:00'}",Darren,,670766.0,,,SP,mccaughan,,Darren McCaughan,200,,17581.0
,2.0,,,USA,,,1998-09-30,,hagen,1106,#hagendanner-MLB-SEA-65,,1744049714106.0,False,mlb,,[],,,Danner,,CA,,MIN,,73,,,hagendanner,Huntington Beach (CA),924d908c-4dd7-45fe-83a6-ad83cb303300,,,,SEA,FADECB54AA25,,Huntington Beach,"{'bat_hand': 'R', 'channel_id': '1157161150392074240', 'full_name': 'Hagen Danner', 'pro_debut': '2023-08-11', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-03-07T22:03:38+00:00'}",Hagen,,668470.0,,,RP,danner,65.0,Hagen Danner,215,,14807.0
,1.0,,,DOM,,,1997-08-30,,angel,2797,#angelfelipe-MLB-ATH-53,,1751495458002.0,True,mlb,,[],,,Felipe,,,,A,,77,,,angelfelipe,,847e781d-9fd2-46c1-8060-d7937eadec95,,,,ATH,8477FFCF3729,,Villa Mella,"{'bat_hand': 'R', 'full_name': 'Angel Felipe', 'pro_debut': '2023-07-07', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-11-03T15:58:30+00:00'}",Angel,,665734.0,,,RP,felipe,53.0,Angel Felipe,190,,18744.0
,,,,USA,,,,,dillon,1157,#dillonmaples-MLB-PHI-33,,,True,mlb,,[],,,Maples,,NC,,A,,74,,,dillonmaples,Pinecrest (NC),620ab271-4a35-4d8d-ad1c-5b978d8c23b8,,,,PHI,,,West End,"{'bat_hand': 'R', 'full_name': 'Dillon Maples', 'pro_debut': '2017-09-03', 'rookie_year': '2017', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-03-19T21:55:41+00:00'}",Dillon,,596027.0,,,RP,maples,33.0,Dillon Maples,230,,
,14.0,,,AUS,,,1989-02-10,Inflammation,liam,1400,#liamhendriks-MLB-BOS-31,,1759180541578.0,True,mlb,,[],,,Hendriks,,,,D60,,72,,,liamhendriks,Sacred Heart College (AUS),1d2d4e69-08fb-4f8a-98bb-839344561807,,,,BOS,A58A3C0E12BF,,Perth,"{'bat_hand': 'R', 'channel_id': '1157161453673807872', 'full_name': 'Liam Hendriks', 'pro_debut': '2011-09-06', 'rookie_year': '2011', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-07-08T19:14:07+00:00'}",Liam,IL60,521230.0,,,RP,hendriks,31.0,Liam Hendriks,235,Hip,11422.0
,1.0,,,USA,Long Beach State,,1997-01-04,,clayton,2905,#claytonandrews-MLB-NYY-74,,1721139346540.0,False,mlb,,[],,,Andrews,,CA,,MIN,,66,,,claytonandrews,Maria Carrillo (CA),48d2c162-0769-4ea9-866e-5bd4b2ed8bcd,,,,NYY,ED0E45B110EB,,Petaluma,"{'bat_hand': 'L', 'full_name': 'Clayton Andrews', 'pro_debut': '2023-07-01', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2024-06-19T12:12:00+00:00'}",Clayton,,677076.0,,,RP,andrews,74.0,Clayton Andrews,160,,16587.0
,6.0,,,USA,Virginia,,1993-12-17,Surgery,josh,2077,#joshsborz-MLB-TEX-66,,1757263226831.0,True,mlb,,[],,,Sborz,,DC,,D60,,75,,,joshsborz,McLean (VA),5cc6bf5e-80b0-42ef-8735-1f1df4af3a12,,,,TEX,DA5567D161A5,,Washington,"{'bat_hand': 'R', 'channel_id': '1157161618333794304', 'full_name': 'Josh Sborz', 'pro_debut': '2019-06-20', 'rookie_year': '2019', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-02-17T20:32:04+00:00'}",Josh,IL60,622250.0,,,RP,sborz,66.0,Josh Sborz,215,Shoulder,13888.0
,,,,USA,Saint Mary's,,,,drew,1867,#drewstrotman-MLB-SF,,,True,mlb,,[],,,Strotman,,CA,,A,,75,,,drewstrotman,Homestead (CA),571b80eb-8ef9-49c2-82a9-66435fc7377c,,,,SF,B38CC665783ABC24,,Sunnyvale,"{'bat_hand': 'R', 'full_name': 'Drew Strotman', 'pro_debut': '', 'rookie_year': '', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-11-11T21:22:40+00:00'}",Drew,,675977.0,,,SP,strotman,,Drew Strotman,195,,
,,,,USA,,,,,matt,2321,#mattdavidson-MLB-ATH-4,,,True,mlb,,[],,,Davidson,,CA,,A,,75,,,mattdavidson,Yucaipa (CA),7e520a84-4a8c-4aae-963a-8177a91f16cb,,,,ATH,,,Yucaipa,"{'bat_hand': 'R', 'full_name': 'Matt Davidson', 'pro_debut': '2013-08-11', 'rookie_year': '2013', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-06-18T16:30:01+00:00'}",Matt,,571602.0,,,3B,davidson,4.0,Matt Davidson,230,,
,10.0,,,DOM,,,1994-12-24,Sprain,miguel,1765,#miguelcastro-MLB-CWS-60,,1749065427433.0,True,mlb,,[],,,Castro,,,,D60,,79,,,miguelcastro,,a8b37789-7620-414c-a5a4-c0eac1bb76a0,,,,CWS,CED75C45CA90,,La Romana,"{'bat_hand': 'R', 'channel_id': '1229110322577543168', 'full_name': 'Miguel Castro', 'pro_debut': '2015-04-06', 'rookie_year': '2015', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-06-04T22:44:26+00:00'}",Miguel,IL60,612434.0,,,RP,castro,60.0,Miguel Castro,201,Knee,13708.0
,,,,USA,Georgia Southern,,,,sam,1441,#samhoward-MLB-DET,,,False,mlb,,[],,,Howard,,GA,,MIN,,76,,,samhoward,Cartersville (GA),5af86871-0f7a-4659-bb88-a10d3dc5eef8,,,,DET,,,Cartersville,"{'bat_hand': 'R', 'full_name': 'Sam Howard', 'pro_debut': '2018-06-10', 'rookie_year': '2018', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2022-05-13T17:35:12+00:00'}",Sam,,607572.0,,,RP,howard,,Sam Howard,195,,
,3.0,,,USA,Virginia Tech,,1997-09-02,,kerry,2557,#kerrycarpenter-MLB-DET-30,,1758115521388.0,True,mlb,,[],,,Carpenter,,FL,,A,,73,,,kerrycarpenter,Eustis (FL),6886b386-f632-4ce4-86f4-e4f3f12d7671,,,,DET,E8D688F22AE2,,Eustis,"{'bat_hand': 'L', 'channel_id': '1157161367568941056', 'full_name': 'Kerry Carpenter', 'pro_debut': '2022-08-10', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-27T14:51:14+00:00'}",Kerry,,681481.0,,,RF,carpenter,30.0,Kerry Carpenter,220,,17918.0
,,,,USA,Oklahoma City,,,,brad,1540,#bradwieck-MLB-CHC-38,,1709485854492.0,False,mlb,,[],,,Wieck,,TX,,D60,,80,,,bradwieck,San Jacinto Christian Academy (TX),4417d362-6b2e-4372-aaf7-19870240bd9a,,,,CHC,,,Amarillo,"{'bat_hand': 'L', 'full_name': 'Brad Wieck', 'pro_debut': '2018-09-14', 'rookie_year': '2018', 'status': 'D60', 'throw_hand': 'L', 'updated': '2022-03-17T19:58:57+00:00'}",Brad,,,,,RP,wieck,38.0,Brad Wieck,257,,15257.0
,0.0,,,USA,Kentucky,,2000-11-10,,ryan,3464,#ryanritter-MLB-COL-8,,1758862814516.0,True,mlb,,[],,,Ritter,,IL,,A,,73,,,ryanritter,Lincoln-Way East (IL),73c479dc-65b2-45dd-bf54-3283fc78ef0a,,,,COL,BACDF1D368F46607,,Evergreen Park,"{'bat_hand': 'R', 'channel_id': '1236811092882116608', 'full_name': 'Ryan Ritter', 'pro_debut': '2025-06-06', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-15T19:52:09+00:00'}",Ryan,,,,,SS,ritter,8.0,Ryan Ritter,200,,18075.0
,4.0,,,USA,Florida State,,1996-11-26,,cal,1291,#calraleigh-MLB-SEA-29,,1758774308554.0,True,mlb,,[],,,Raleigh,,NC,,A,,74,,,calraleigh,Smoky Mountain (NC),7f4e9216-53eb-468a-bf55-9d8026c05642,,,,SEA,938CF19550D1,,Cullowhee,"{'bat_hand': 'B', 'channel_id': '1157161238090776576', 'full_name': 'Cal Raleigh', 'pro_debut': '2021-07-11', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-17T19:52:15+00:00'}",Cal,,663728.0,,,C,raleigh,29.0,Cal Raleigh,235,,15518.0
,0.0,,,USA,North Dakota,,1995-02-27,,zach,2836,#zachmuckenhirn-MLB-SEA,,1691777731918.0,False,mlb,,[],,,Muckenhirn,,MN,,MIN,,72,,,zachmuckenhirn,Delano (MN),8e3a4ad6-04d1-4699-8aa5-2bbb882ad25a,,,,SEA,,,Delano,"{'bat_hand': 'L', 'full_name': 'Zach Muckenhirn', 'pro_debut': '2023-05-03', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2023-07-19T22:52:18+00:00'}",Zach,,669105.0,,,RP,muckenhirn,,Zach Muckenhirn,205,,18702.0
,,,,USA,Clemson,,,,jeremy,2432,#jeremybeasley-MLB-PIT-38,,,True,mlb,,[],,,Beasley,,GA,,A,,75,,,jeremybeasley,Toombs County (GA),36f07578-5bd5-4904-b802-824fac67a7b0,,,,PIT,,,Lyons,"{'bat_hand': 'R', 'full_name': 'Jeremy Beasley', 'pro_debut': '2020-08-11', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-10-20T02:14:18+00:00'}",Jeremy,,676886.0,,,RP,beasley,38.0,Jeremy Beasley,245,,
,4.0,,,MEX,,,1995-11-16,,victor,2186,#victorgonzalez-MLB-NYY-47,,1738685445227.0,True,mlb,,[],,,González,,,,A,,72,,,victorgonzalez,,e23c15a9-89e8-4436-b9c0-6b6c0a5d3fb5,,,,NYY,63F037EE37AA,,Tuxpan,"{'bat_hand': 'L', 'full_name': 'Victor González', 'pro_debut': '2020-07-31', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'L', 'updated': '2024-02-21T01:19:26+00:00'}",Victor,,624647.0,,,RP,gonzalez,47.0,Victor González,180,,16489.0
,6.0,,,USA,Dartmouth,,1990-03-12,,cole,1040,#colesulser-MLB-TB-71,,1757254526330.0,True,mlb,,[],,,Sulser,,CA,,A,,72,,,colesulser,Ramona (CA),e7fbf15a-c6d6-4d32-b191-bbafc25bb8a4,,,,TB,1A3786802CC3,,Santa Ysabel,"{'bat_hand': 'R', 'channel_id': '1157161540378460160', 'full_name': 'Cole Sulser', 'pro_debut': '2019-09-06', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-07T13:56:18+00:00'}",Cole,,642121.0,,,RP,sulser,71.0,Cole Sulser,200,,15806.0
,6.0,,,USA,Tulane,,1995-04-18,,jake,1544,#jakerogers-MLB-DET-34,,1756690237697.0,True,mlb,,[],,,Rogers,,TX,,A,,72,,,jakerogers,Canyon (TX),b6ea052b-e46e-48c1-bb94-783ff4a4a9d5,,,,DET,8AF0002FDE43,,Canyon,"{'bat_hand': 'R', 'channel_id': '1157161362057625600', 'full_name': 'Jake Rogers', 'pro_debut': '2019-07-30', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-20T20:10:34+00:00'}",Jake,,668670.0,,,C,rogers,34.0,Jake Rogers,201,,14307.0
,11.0,,,USA,,,1991-01-07,,tucker,1541,#tuckerbarnhart-MLB-TEX-18,,1751377851203.0,True,mlb,,[],,,Barnhart,,IN,,A,,71,,,tuckerbarnhart,Brownsburg (IN),7922c705-97b9-494f-8565-89423d728aa5,,,,TEX,3461CA0E8AA8,,Indianapolis,"{'bat_hand': 'L', 'channel_id': '1223417807677423616', 'full_name': 'Tucker Barnhart', 'pro_debut': '2014-04-03', 'rookie_year': '2014', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-17T19:38:12+00:00'}",Tucker,,571466.0,,,C,barnhart,18.0,Tucker Barnhart,192,,12851.0
,6.0,,,USA,Texas A&M,,1995-12-28,,corbin,1197,#corbinmartin-MLB-BAL-48,,1757018444613.0,True,mlb,,[],,,Martin,,TX,,A,,74,,,corbinmartin,Cypress Ranch (TX),53dd6b27-78fa-4f2d-b16c-0029efb5d2ac,,,,BAL,64C74E6C2F23,,Houston,"{'bat_hand': 'R', 'channel_id': '1246233233289379840', 'full_name': 'Corbin Martin', 'pro_debut': '2019-05-12', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-18T20:13:42+00:00'}",Corbin,,656686.0,,,RP,martin,48.0,Corbin Martin,225,,14871.0
,3.0,,,USA,South Carolina,,,,wil,1438,#wilcrowe-MLB-PIT-29,,1747784119206.0,False,mlb,,[],,,Crowe,,TN,,D60,,74,,,wilcrowe,Pigeon Forge (TN),90f82766-51ea-45ff-a122-e87ab9ce0edf,,,,PIT,,,Kingston,"{'bat_hand': 'R', 'full_name': 'Wil Crowe', 'pro_debut': '2020-08-22', 'rookie_year': '2020', 'status': 'D60', 'throw_hand': 'R', 'updated': '2023-04-29T14:23:09+00:00'}",Wil,,640444.0,,,RP,crowe,29.0,Wil Crowe,245,,14806.0
,6.0,,,USA,Dallas Baptist,,1994-01-17,,colin,1906,#colinpoche-MLB-NYM-83,,1755199540935.0,True,mlb,,[],,,Poche,,TX,,A,,75,,,colinpoche,Marcus (TX),9f50b346-bcfd-40ca-995c-83bb942c81e4,,,,NYM,4FA98961C7B6,,Flower Mound,"{'bat_hand': 'L', 'channel_id': '1157161538180644864', 'full_name': 'Colin Poche', 'pro_debut': '2019-06-08', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-06-27T19:40:42+00:00'}",Colin,,621363.0,,,RP,poche,83.0,Colin Poche,225,,15393.0
,4.0,,,USA,North Florida,,1994-12-02,,bryan,1599,#bryanbaker-MLB-TB-47,,1756596031124.0,True,mlb,,[],,,Baker,,FL,,A,,78,,,bryanbaker,Choctawhatchee (FL),ec6a6210-4582-471f-aff5-8a207bc21036,,,,TB,CFEC8A662ADB,,Fort Walton Beach,"{'bat_hand': 'R', 'channel_id': '1157161391279341568', 'full_name': 'Bryan Baker', 'pro_debut': '2021-09-05', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-10T19:32:30+00:00'}",Bryan,,641329.0,,,RP,baker,47.0,Bryan Baker,235,,15697.0
,3.0,,,VEN,,,2001-11-19,Surgery,francisco,2653,#franciscoalvarez-MLB-NYM-4,,1759176941182.0,True,mlb,,[],,,Alvarez,,,,A,,70,,,franciscoalvarez,,4be92fc3-e09a-4140-b2bf-907b227b100e,,,,NYM,AF3E62B9990D,,Guatire,"{'bat_hand': 'R', 'channel_id': '1157161685010644992', 'full_name': 'Francisco Alvarez', 'pro_debut': '2022-09-30', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-17T19:21:11+00:00'}",Francisco,Out,682626.0,,,C,alvarez,4.0,Francisco Alvarez,233,Thumb,15610.0
,8.0,,,USA,Belmont Abbey,,1991-05-07,,emilio,1990,#emiliopagan-MLB-CIN-15,,1759031126628.0,True,mlb,,[],,,Pagán,,SC,,A,,74,,,emiliopagan,J.L. Mann (SC),0473750e-f7fa-4ee6-bf65-de76b2bc2917,,,,CIN,9035E121CA11,,Simpsonville,"{'bat_hand': 'L', 'channel_id': '1157161558099394560', 'full_name': 'Emilio Pagán', 'pro_debut': '2017-05-03', 'rookie_year': '2017', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-25T02:35:48+00:00'}",Emilio,,641941.0,,,RP,pagan,15.0,Emilio Pagán,208,,14747.0
,,,,DOM,,,,,erik,2358,#erikgonzalez-MLB-MIA-9,,,True,mlb,,[],,,González,,,,A,,75,,,erikgonzalez,,b86d5c43-8e67-4a50-a74a-0b23d34a15c2,,,,MIA,,,Puerto Plata,"{'bat_hand': 'R', 'full_name': 'Erik González', 'pro_debut': '2016-07-16', 'rookie_year': '2016', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-06-26T15:07:39+00:00'}",Erik,,570481.0,,,3B,gonzalez,9.0,Erik González,205,,
,2.0,,,USA,West Alabama,,1998-06-10,,cole,2633,#colewaites-MLB-SF-56,,1757986235373.0,True,mlb,,[],,,Waites,,GA,,A,,75,,,colewaites,Archer (GA),498d7a02-70ec-465d-9789-1d9af758b4c2,,,,SF,458D9ACD576F,,Lawrenceville,"{'bat_hand': 'R', 'full_name': 'Cole Waites', 'pro_debut': '2022-09-13', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-11-04T18:14:52+00:00'}",Cole,,686972.0,,,RP,waites,56.0,Cole Waites,180,,18253.0
,11.0,,,USA,South Carolina,,1991-03-28,,christian,1179,#christianwalker-MLB-HOU-8,,1759084530710.0,True,mlb,,[],,,Walker,,PA,,A,,71,,,christianwalker,Kennedy-Kenrick Catholic (PA),9a87c7e5-41f7-4658-833a-d81920b79390,,,,HOU,A59975CD857C,,Limerick,"{'bat_hand': 'R', 'channel_id': '1157161184936361984', 'full_name': 'Christian Walker', 'pro_debut': '2014-09-17', 'rookie_year': '2014', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-10T18:24:19+00:00'}",Christian,,572233.0,,,1B,walker,8.0,Christian Walker,208,,12909.0
,,,,DOM,,,,,robinson,2209,#robinsoncano-MLB-ATL-22,,,True,mlb,,[],,,Canó,,,,A,,72,,,robinsoncano,San Pedro Apostol (DOM),ad04a64e-057a-4576-81bd-28bf71f3a6ea,,,,ATL,,,San Pedro de Macoris,"{'bat_hand': 'L', 'full_name': 'Robinson Canó', 'pro_debut': '2005-05-03', 'rookie_year': '2005', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-07-23T18:56:06+00:00'}",Robinson,,429664.0,,,2B,cano,22.0,Robinson Canó,212,,
,0.0,,,DOM,,,1999-08-30,Surgery,christian,3444,#christianmontesdeoca-MLB-AZ-59,,1750350029273.0,True,mlb,,[],,,Montes De Oca,,,,D60,,76,,,christianmontesdeoca,,0b72206e-0b85-43b9-a836-8a538269c2e1,,,,AZ,57D35AFA7BFD133A,,Santo Domingo,"{'bat_hand': 'R', 'channel_id': '1229231038710956032', 'full_name': 'Christian Montes De Oca', 'pro_debut': '2025-06-07', 'rookie_year': '2025', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-07-29T20:04:08+00:00'}",Christian,Out,,,,RP,montesdeoca,59.0,Christian Montes De Oca,230,Back,18393.0
,,,,USA,Wingate,,1999-03-08,,hunter,3098,#hunterdula-MLB-SF-46,,,True,mlb,,[],,,Dula,,NC,,A,,73,,,hunterdula,,4a6d6e8a-ecd7-4326-8439-c7493c714221,,,,SF,,,Troutman,"{'bat_hand': 'L', 'full_name': 'Hunter Dula', 'pro_debut': '', 'rookie_year': '', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-03-10T21:11:11+00:00'}",Hunter,,702471.0,,,RP,dula,46.0,Hunter Dula,205,,
,1.0,,,USA,State College of Florida,,1996-07-17,,cj,3187,#cjalexander-MLB-LAD,,1752153614638.0,False,mlb,,[],,,Alexander,,IN,,MIN,,76,,,cjalexander,Bishop Verot (FL),2cd643c9-c24e-4c31-b3d2-321bb3cea232,,,,LAD,862E0888A2FB,,Merrillville,"{'bat_hand': 'L', 'channel_id': '1157161199847112704', 'full_name': 'CJ Alexander', 'pro_debut': '2024-06-24', 'rookie_year': '2024', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-07-03T21:48:58+00:00'}",CJ,,680769.0,,,1B,alexander,,CJ Alexander,215,,15715.0
,3.0,,,USA,Baylor,,1997-11-18,,shea,2570,#shealangeliers-MLB-ATH-23,,1759080930561.0,True,mlb,,[],,,Langeliers,,TX,,A,,72,,,shealangeliers,Keller (TX),694e2e1a-0d39-482a-a254-a42e1aa39c04,,,,ATH,F6EEE3B1EFE1,,Keller,"{'bat_hand': 'R', 'channel_id': '1157161198903394304', 'full_name': 'Shea Langeliers', 'pro_debut': '2022-08-16', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-30T18:15:02+00:00'}",Shea,,669127.0,,,C,langeliers,23.0,Shea Langeliers,205,,16048.0
,3.0,,,USA,Virginia,,1995-04-06,Inflammation,bennett,1409,#bennettsousa-MLB-HOU-62,,1757353839878.0,True,mlb,,[],,,Sousa,,FL,,A,,75,,,bennettsousa,The Benjamin School (FL),552ebce4-0d94-43f4-86ea-32ea9fd1c03b,,,,HOU,942F95774CCE,,North Palm Beach,"{'bat_hand': 'L', 'channel_id': '1157161661304438784', 'full_name': 'Bennett Sousa', 'pro_debut': '2022-04-08', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-10-01T02:23:19+00:00'}",Bennett,IL15,656986.0,,,RP,sousa,62.0,Bennett Sousa,220,Elbow,17060.0
,,,,USA,Eastern Michigan,,,,sam,2440,#samdelaplane-MLB-SF,,1684946708983.0,True,mlb,,[],,,Delaplane,,CA,,A,,71,,,samdelaplane,Leigh (CA),471c9cda-8fa8-4732-ac4e-9e813ee660ee,,,,SF,,,San Jose,"{'bat_hand': 'R', 'full_name': 'Sam Delaplane', 'pro_debut': '', 'rookie_year': '', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-11-11T21:21:16+00:00'}",Sam,,676845.0,,,RP,delaplane,,Sam Delaplane,175,,16650.0
,1.0,,,USA,Bryant,,1995-10-11,,mickey,3237,#mickeygasper-MLB-MIN-11,,1756264208132.0,True,mlb,,[],,,Gasper,,NH,,A,,70,,,mickeygasper,Merrimack (NH),1bbed35d-2b20-488a-b7ac-95b8ca896ad6,,,,MIN,63C40CB139F9AB15,,Merrimack,"{'bat_hand': 'B', 'channel_id': '1157161441132838912', 'full_name': 'Mickey Gasper', 'pro_debut': '2024-08-12', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-21T19:26:01+00:00'}",Mickey,,681508.0,,,2B,gasper,11.0,Mickey Gasper,205,,19755.0
,2.0,,,USA,Oregon,,1994-10-21,,matt,2666,#mattkrook-MLB-CLE,,1748553918641.0,True,mlb,,[],,,Krook,,CA,,MIN,,76,,,mattkrook,St. Ignatius (CA),ac6bd686-ffa3-4602-8977-7399a0555faf,,,,CLE,B1BEBC6B8E0A,,Hillsborough,"{'bat_hand': 'L', 'channel_id': '1229246144190631936', 'full_name': 'Matt Krook', 'pro_debut': '2023-06-16', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2025-08-21T19:23:14+00:00'}",Matt,,640454.0,,,RP,krook,,Matt Krook,225,,12990.0
,4.0,,,VEN,,,1995-09-01,,eduard,1720,#eduardbazardo-MLB-SEA-83,,1758426628695.0,True,mlb,,[],,,Bazardo,,,,A,,72,,,eduardbazardo,,8984b351-e602-475d-b6eb-eabc38470ba7,,,,SEA,924CBE69A1D8,,Maracay,"{'bat_hand': 'R', 'channel_id': '1157161247435685888', 'full_name': 'Eduard Bazardo', 'pro_debut': '2021-04-14', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-17T19:49:24+00:00'}",Eduard,,660825.0,,,RP,bazardo,83.0,Eduard Bazardo,190,,17129.0
